 "y","U","k","epsilon","nut","tau_mu","tau_R","Pk","Tk","Dk","Peps","Teps","Deps","epsEps"
  0.8610000000E+02,  0.1693254079E+02,  0.1716626603E+01,  0.1586022439E-01,  0.1678955259E+02,  0.2964613729E-01,  0.4977453813E+00,  0.1475622791E-01,  0.1020070916E-02,  0.1333064167E-03,  0.1976864240E-03,  0.7388111603E-04,  0.7223555954E-05, -0.2784171019E-03
  0.8620000000E+02,  0.1693550342E+02,  0.1715142844E+01,  0.1582950794E-01,  0.1679774478E+02,  0.2960649580E-01,  0.4973223603E+00,  0.1472397237E-01,  0.1021860596E-02,  0.1330435251E-03,  0.1970425937E-03,  0.7371159857E-04,  0.7198439579E-05, -0.2775796572E-03
  0.8630000000E+02,  0.1693846209E+02,  0.1713660415E+01,  0.1579886348E-01,  0.1680590989E+02,  0.2956693654E-01,  0.4968992714E+00,  0.1469178922E-01,  0.1023648351E-02,  0.1327821946E-03,  0.1964010353E-03,  0.7354263277E-04,  0.7173450734E-05, -0.2767451613E-03
  0.8640000000E+02,  0.1694141680E+02,  0.1712179314E+01,  0.1576829074E-01,  0.1681404801E+02,  0.2952745911E-01,  0.4964761149E+00,  0.1465967818E-01,  0.1025434226E-02,  0.1325224193E-03,  0.1957617380E-03,  0.7337421685E-04,  0.7148588655E-05, -0.2759136010E-03
  0.8650000000E+02,  0.1694436758E+02,  0.1710699538E+01,  0.1573778950E-01,  0.1682215919E+02,  0.2948806307E-01,  0.4960528912E+00,  0.1462763894E-01,  0.1027218275E-02,  0.1322641940E-03,  0.1951246909E-03,  0.7320634903E-04,  0.7123852580E-05, -0.2750849627E-03
  0.8660000000E+02,  0.1694731442E+02,  0.1709221085E+01,  0.1570735949E-01,  0.1683024352E+02,  0.2944874802E-01,  0.4956296007E+00,  0.1459567122E-01,  0.1029000548E-02,  0.1320075131E-03,  0.1944898834E-03,  0.7303902758E-04,  0.7099241758E-05, -0.2742592334E-03
  0.8670000000E+02,  0.1695025733E+02,  0.1707743952E+01,  0.1567700047E-01,  0.1683830107E+02,  0.2940951355E-01,  0.4952062436E+00,  0.1456377473E-01,  0.1030781093E-02,  0.1317523712E-03,  0.1938573048E-03,  0.7287225072E-04,  0.7074755439E-05, -0.2734363998E-03
  0.8680000000E+02,  0.1695319632E+02,  0.1706268137E+01,  0.1564671221E-01,  0.1684633192E+02,  0.2937035924E-01,  0.4947828203E+00,  0.1453194917E-01,  0.1032559960E-02,  0.1314987630E-03,  0.1932269444E-03,  0.7270601670E-04,  0.7050392881E-05, -0.2726164489E-03
  0.8690000000E+02,  0.1695613140E+02,  0.1704793637E+01,  0.1561649444E-01,  0.1685433613E+02,  0.2933128468E-01,  0.4943593311E+00,  0.1450019427E-01,  0.1034337198E-02,  0.1312466830E-03,  0.1925987919E-03,  0.7254032375E-04,  0.7026153343E-05, -0.2717993676E-03
  0.8700000000E+02,  0.1695906258E+02,  0.1703320449E+01,  0.1558634694E-01,  0.1686231378E+02,  0.2929228947E-01,  0.4939357763E+00,  0.1446850974E-01,  0.1036112856E-02,  0.1309961261E-03,  0.1919728366E-03,  0.7237517017E-04,  0.7002036096E-05, -0.2709851429E-03
  0.8710000000E+02,  0.1696198986E+02,  0.1701848571E+01,  0.1555626946E-01,  0.1687026494E+02,  0.2925337320E-01,  0.4935121563E+00,  0.1443689529E-01,  0.1037886980E-02,  0.1307470866E-03,  0.1913490682E-03,  0.7221055418E-04,  0.6978040411E-05, -0.2701737621E-03
  0.8720000000E+02,  0.1696491325E+02,  0.1700378000E+01,  0.1552626176E-01,  0.1687818968E+02,  0.2921453548E-01,  0.4930884714E+00,  0.1440535064E-01,  0.1039659617E-02,  0.1304995594E-03,  0.1907274764E-03,  0.7204647406E-04,  0.6954165565E-05, -0.2693652123E-03
  0.8730000000E+02,  0.1696783276E+02,  0.1698908734E+01,  0.1549632360E-01,  0.1688608809E+02,  0.2917577590E-01,  0.4926647219E+00,  0.1437387552E-01,  0.1041430817E-02,  0.1302535392E-03,  0.1901080510E-03,  0.7188292809E-04,  0.6930410843E-05, -0.2685594809E-03
  0.8740000000E+02,  0.1697074841E+02,  0.1697440771E+01,  0.1546645474E-01,  0.1689396022E+02,  0.2913709407E-01,  0.4922409082E+00,  0.1434246964E-01,  0.1043200623E-02,  0.1300090207E-03,  0.1894907816E-03,  0.7171991452E-04,  0.6906775529E-05, -0.2677565551E-03
  0.8750000000E+02,  0.1697366018E+02,  0.1695974108E+01,  0.1543665495E-01,  0.1690180616E+02,  0.2909848958E-01,  0.4918170305E+00,  0.1431113274E-01,  0.1044969084E-02,  0.1297659988E-03,  0.1888756583E-03,  0.7155743166E-04,  0.6883258921E-05, -0.2669564224E-03
  0.8760000000E+02,  0.1697656810E+02,  0.1694508743E+01,  0.1540692400E-01,  0.1690962598E+02,  0.2905996205E-01,  0.4913930891E+00,  0.1427986452E-01,  0.1046736245E-02,  0.1295244682E-03,  0.1882626708E-03,  0.7139547776E-04,  0.6859860313E-05, -0.2661590703E-03
  0.8770000000E+02,  0.1697947218E+02,  0.1693044673E+01,  0.1537726164E-01,  0.1691741974E+02,  0.2902151108E-01,  0.4909690844E+00,  0.1424866473E-01,  0.1048502149E-02,  0.1292844236E-03,  0.1876518092E-03,  0.7123405114E-04,  0.6836579011E-05, -0.2653644865E-03
  0.8780000000E+02,  0.1698237241E+02,  0.1691581896E+01,  0.1534766765E-01,  0.1692518752E+02,  0.2898313630E-01,  0.4905450168E+00,  0.1421753308E-01,  0.1050266845E-02,  0.1290458600E-03,  0.1870430636E-03,  0.7107315006E-04,  0.6813414318E-05, -0.2645726585E-03
  0.8790000000E+02,  0.1698526880E+02,  0.1690120409E+01,  0.1531814179E-01,  0.1693292940E+02,  0.2894483730E-01,  0.4901208864E+00,  0.1418646931E-01,  0.1052030374E-02,  0.1288087722E-03,  0.1864364240E-03,  0.7091277286E-04,  0.6790365553E-05, -0.2637835740E-03
  0.8800000000E+02,  0.1698816137E+02,  0.1688660211E+01,  0.1528868384E-01,  0.1694064544E+02,  0.2890661370E-01,  0.4896966936E+00,  0.1415547315E-01,  0.1053792782E-02,  0.1285731551E-03,  0.1858318807E-03,  0.7075291781E-04,  0.6767432029E-05, -0.2629972209E-03
  0.8810000000E+02,  0.1699105013E+02,  0.1687201298E+01,  0.1525929356E-01,  0.1694833572E+02,  0.2886846513E-01,  0.4892724388E+00,  0.1412454434E-01,  0.1055554110E-02,  0.1283390035E-03,  0.1852294238E-03,  0.7059358322E-04,  0.6744613069E-05, -0.2622135871E-03
  0.8820000000E+02,  0.1699393507E+02,  0.1685743668E+01,  0.1522997073E-01,  0.1695600031E+02,  0.2883039119E-01,  0.4888481221E+00,  0.1409368259E-01,  0.1057314406E-02,  0.1281063126E-03,  0.1846290437E-03,  0.7043476741E-04,  0.6721908001E-05, -0.2614326604E-03
  0.8830000000E+02,  0.1699681620E+02,  0.1684287320E+01,  0.1520071511E-01,  0.1696363929E+02,  0.2879239152E-01,  0.4884237440E+00,  0.1406288766E-01,  0.1059073708E-02,  0.1278750769E-03,  0.1840307307E-03,  0.7027646871E-04,  0.6699316158E-05, -0.2606544288E-03
  0.8840000000E+02,  0.1699969355E+02,  0.1682832250E+01,  0.1517152649E-01,  0.1697125272E+02,  0.2875446573E-01,  0.4879993047E+00,  0.1403215928E-01,  0.1060832061E-02,  0.1276452918E-03,  0.1834344752E-03,  0.7011868541E-04,  0.6676836873E-05, -0.2598788805E-03
  0.8850000000E+02,  0.1700256710E+02,  0.1681378457E+01,  0.1514240464E-01,  0.1697884067E+02,  0.2871661346E-01,  0.4875748045E+00,  0.1400149719E-01,  0.1062589506E-02,  0.1274169521E-03,  0.1828402678E-03,  0.6996141587E-04,  0.6654469490E-05, -0.2591060036E-03
  0.8860000000E+02,  0.1700543687E+02,  0.1679925938E+01,  0.1511334933E-01,  0.1698640322E+02,  0.2867883432E-01,  0.4871502437E+00,  0.1397090113E-01,  0.1064346088E-02,  0.1271900529E-03,  0.1822480988E-03,  0.6980465839E-04,  0.6632213354E-05, -0.2583357863E-03
  0.8870000000E+02,  0.1700830286E+02,  0.1678474691E+01,  0.1508436035E-01,  0.1699394045E+02,  0.2864112795E-01,  0.4867256226E+00,  0.1394037083E-01,  0.1066101841E-02,  0.1269645890E-03,  0.1816579591E-03,  0.6964841133E-04,  0.6610067814E-05, -0.2575682168E-03
  0.8880000000E+02,  0.1701116509E+02,  0.1677024713E+01,  0.1505543746E-01,  0.1700145241E+02,  0.2860349397E-01,  0.4863009415E+00,  0.1390990605E-01,  0.1067856815E-02,  0.1267405558E-03,  0.1810698391E-03,  0.6949267301E-04,  0.6588032226E-05, -0.2568032835E-03
  0.8890000000E+02,  0.1701402356E+02,  0.1675576003E+01,  0.1502658046E-01,  0.1700893919E+02,  0.2856593203E-01,  0.4858762007E+00,  0.1387950652E-01,  0.1069611043E-02,  0.1265179481E-03,  0.1804837296E-03,  0.6933744179E-04,  0.6566105950E-05, -0.2560409748E-03
  0.8900000000E+02,  0.1701687828E+02,  0.1674128558E+01,  0.1499778912E-01,  0.1701640085E+02,  0.2852844175E-01,  0.4854514005E+00,  0.1384917200E-01,  0.1071364571E-02,  0.1262967613E-03,  0.1798996213E-03,  0.6918271601E-04,  0.6544288348E-05, -0.2552812793E-03
  0.8910000000E+02,  0.1701972925E+02,  0.1672682376E+01,  0.1496906321E-01,  0.1702383747E+02,  0.2849102278E-01,  0.4850265411E+00,  0.1381890223E-01,  0.1073117433E-02,  0.1260769901E-03,  0.1793175051E-03,  0.6902849404E-04,  0.6522578790E-05, -0.2545241853E-03
  0.8920000000E+02,  0.1702257648E+02,  0.1671237455E+01,  0.1494040254E-01,  0.1703124912E+02,  0.2845367475E-01,  0.4846016229E+00,  0.1378869696E-01,  0.1074869675E-02,  0.1258586301E-03,  0.1787373719E-03,  0.6887477422E-04,  0.6500976646E-05, -0.2537696816E-03
  0.8930000000E+02,  0.1702541999E+02,  0.1669793792E+01,  0.1491180687E-01,  0.1703863586E+02,  0.2841639730E-01,  0.4841766462E+00,  0.1375855594E-01,  0.1076621329E-02,  0.1256416762E-03,  0.1781592125E-03,  0.6872155493E-04,  0.6479481296E-05, -0.2530177568E-03
  0.8940000000E+02,  0.1702825976E+02,  0.1668351386E+01,  0.1488327600E-01,  0.1704599778E+02,  0.2837919008E-01,  0.4837516111E+00,  0.1372847892E-01,  0.1078372441E-02,  0.1254261238E-03,  0.1775830181E-03,  0.6856883452E-04,  0.6458092118E-05, -0.2522683997E-03
  0.8950000000E+02,  0.1703109582E+02,  0.1666910234E+01,  0.1485480972E-01,  0.1705333494E+02,  0.2834205273E-01,  0.4833265180E+00,  0.1369846566E-01,  0.1080123042E-02,  0.1252119677E-03,  0.1770087795E-03,  0.6841661139E-04,  0.6436808500E-05, -0.2515215990E-03
  0.8960000000E+02,  0.1703392817E+02,  0.1665470334E+01,  0.1482640779E-01,  0.1706064741E+02,  0.2830498490E-01,  0.4829013673E+00,  0.1366851591E-01,  0.1081873175E-02,  0.1249992035E-03,  0.1764364880E-03,  0.6826488389E-04,  0.6415629831E-05, -0.2507773436E-03
  0.8970000000E+02,  0.1703675682E+02,  0.1664031685E+01,  0.1479807003E-01,  0.1706793527E+02,  0.2826798623E-01,  0.4824761590E+00,  0.1363862942E-01,  0.1083622878E-02,  0.1247878264E-03,  0.1758661346E-03,  0.6811365043E-04,  0.6394555504E-05, -0.2500356224E-03
  0.8980000000E+02,  0.1703958177E+02,  0.1662594283E+01,  0.1476979621E-01,  0.1707519858E+02,  0.2823105637E-01,  0.4820508936E+00,  0.1360880595E-01,  0.1085372183E-02,  0.1245778315E-03,  0.1752977106E-03,  0.6796290936E-04,  0.6373584918E-05, -0.2492964245E-03
  0.8990000000E+02,  0.1704240303E+02,  0.1661158126E+01,  0.1474158613E-01,  0.1708243741E+02,  0.2819419499E-01,  0.4816255713E+00,  0.1357904527E-01,  0.1087121133E-02,  0.1243692144E-03,  0.1747312072E-03,  0.6781265911E-04,  0.6352717475E-05, -0.2485597388E-03
  0.9000000000E+02,  0.1704522061E+02,  0.1659723214E+01,  0.1471343957E-01,  0.1708965185E+02,  0.2815740173E-01,  0.4812001924E+00,  0.1354934713E-01,  0.1088869762E-02,  0.1241619701E-03,  0.1741666158E-03,  0.6766289806E-04,  0.6331952581E-05, -0.2478255546E-03
  0.9010000000E+02,  0.1704803451E+02,  0.1658289543E+01,  0.1468535633E-01,  0.1709684195E+02,  0.2812067624E-01,  0.4807747571E+00,  0.1351971129E-01,  0.1090618104E-02,  0.1239560941E-03,  0.1736039276E-03,  0.6751362461E-04,  0.6311289647E-05, -0.2470938609E-03
  0.9020000000E+02,  0.1705084475E+02,  0.1656857112E+01,  0.1465733621E-01,  0.1710400778E+02,  0.2808401819E-01,  0.4803492657E+00,  0.1349013752E-01,  0.1092366200E-02,  0.1237515818E-03,  0.1730431342E-03,  0.6736483716E-04,  0.6290728088E-05, -0.2463646470E-03
  0.9030000000E+02,  0.1705365132E+02,  0.1655425918E+01,  0.1462937899E-01,  0.1711114943E+02,  0.2804742723E-01,  0.4799237185E+00,  0.1346062557E-01,  0.1094114081E-02,  0.1235484284E-03,  0.1724842270E-03,  0.6721653415E-04,  0.6270267321E-05, -0.2456379023E-03
  0.9040000000E+02,  0.1705645423E+02,  0.1653995960E+01,  0.1460148448E-01,  0.1711826696E+02,  0.2801090303E-01,  0.4794981158E+00,  0.1343117522E-01,  0.1095861784E-02,  0.1233466294E-03,  0.1719271975E-03,  0.6706871396E-04,  0.6249906769E-05, -0.2449136160E-03
  0.9050000000E+02,  0.1705925350E+02,  0.1652567235E+01,  0.1457365247E-01,  0.1712536043E+02,  0.2797444524E-01,  0.4790724577E+00,  0.1340178624E-01,  0.1097609345E-02,  0.1231461803E-03,  0.1713720373E-03,  0.6692137503E-04,  0.6229645859E-05, -0.2441917775E-03
  0.9060000000E+02,  0.1706204912E+02,  0.1651139741E+01,  0.1454588275E-01,  0.1713242993E+02,  0.2793805354E-01,  0.4786467446E+00,  0.1337245838E-01,  0.1099356795E-02,  0.1229470764E-03,  0.1708187380E-03,  0.6677451577E-04,  0.6209484020E-05, -0.2434723765E-03
  0.9070000000E+02,  0.1706484111E+02,  0.1649713478E+01,  0.1451817512E-01,  0.1713947551E+02,  0.2790172759E-01,  0.4782209768E+00,  0.1334319142E-01,  0.1101104172E-02,  0.1227493132E-03,  0.1702672912E-03,  0.6662813463E-04,  0.6189420688E-05, -0.2427554023E-03
  0.9080000000E+02,  0.1706762947E+02,  0.1648288441E+01,  0.1449052939E-01,  0.1714649726E+02,  0.2786546705E-01,  0.4777951544E+00,  0.1331398513E-01,  0.1102851509E-02,  0.1225528862E-03,  0.1697176888E-03,  0.6648223003E-04,  0.6169455299E-05, -0.2420408446E-03
  0.9090000000E+02,  0.1707041420E+02,  0.1646864630E+01,  0.1446294536E-01,  0.1715349524E+02,  0.2782927160E-01,  0.4773692778E+00,  0.1328483928E-01,  0.1104598838E-02,  0.1223577909E-03,  0.1691699224E-03,  0.6633680041E-04,  0.6149587297E-05, -0.2413286930E-03
  0.9100000000E+02,  0.1707319532E+02,  0.1645442043E+01,  0.1443542282E-01,  0.1716046951E+02,  0.2779314090E-01,  0.4769433472E+00,  0.1325575365E-01,  0.1106346194E-02,  0.1221640229E-03,  0.1686239840E-03,  0.6619184422E-04,  0.6129816126E-05, -0.2406189373E-03
  0.9110000000E+02,  0.1707597283E+02,  0.1644020677E+01,  0.1440796158E-01,  0.1716742016E+02,  0.2775707464E-01,  0.4765173628E+00,  0.1322672801E-01,  0.1108093609E-02,  0.1219715775E-03,  0.1680798653E-03,  0.6604735989E-04,  0.6110141236E-05, -0.2399115672E-03
  0.9120000000E+02,  0.1707874674E+02,  0.1642600531E+01,  0.1438056144E-01,  0.1717434725E+02,  0.2772107248E-01,  0.4760913250E+00,  0.1319776213E-01,  0.1109841115E-02,  0.1217804504E-03,  0.1675375583E-03,  0.6590334589E-04,  0.6090562080E-05, -0.2392065725E-03
  0.9130000000E+02,  0.1708151704E+02,  0.1641181603E+01,  0.1435322221E-01,  0.1718125085E+02,  0.2768513411E-01,  0.4756652339E+00,  0.1316885579E-01,  0.1111588746E-02,  0.1215906373E-03,  0.1669970549E-03,  0.6575980069E-04,  0.6071078115E-05, -0.2385039432E-03
  0.9140000000E+02,  0.1708428376E+02,  0.1639763891E+01,  0.1432594368E-01,  0.1718813103E+02,  0.2764925919E-01,  0.4752390898E+00,  0.1314000877E-01,  0.1113336532E-02,  0.1214021335E-03,  0.1664583473E-03,  0.6561672271E-04,  0.6051688801E-05, -0.2378036691E-03
  0.9150000000E+02,  0.1708704690E+02,  0.1638347393E+01,  0.1429872568E-01,  0.1719498786E+02,  0.2761344742E-01,  0.4748128929E+00,  0.1311122085E-01,  0.1115084507E-02,  0.1212149349E-03,  0.1659214273E-03,  0.6547411045E-04,  0.6032393603E-05, -0.2371057402E-03
  0.9160000000E+02,  0.1708980645E+02,  0.1636932107E+01,  0.1427156800E-01,  0.1720182140E+02,  0.2757769846E-01,  0.4743866436E+00,  0.1308249181E-01,  0.1116832700E-02,  0.1210290370E-03,  0.1653862872E-03,  0.6533196238E-04,  0.6013191989E-05, -0.2364101467E-03
  0.9170000000E+02,  0.1709256244E+02,  0.1635518031E+01,  0.1424447045E-01,  0.1720863174E+02,  0.2754201201E-01,  0.4739603421E+00,  0.1305382143E-01,  0.1118581145E-02,  0.1208444355E-03,  0.1648529192E-03,  0.6519027695E-04,  0.5994083429E-05, -0.2357168786E-03
  0.9180000000E+02,  0.1709531485E+02,  0.1634105164E+01,  0.1421743284E-01,  0.1721541894E+02,  0.2750638775E-01,  0.4735339885E+00,  0.1302520950E-01,  0.1120329869E-02,  0.1206611259E-03,  0.1643213153E-03,  0.6504905266E-04,  0.5975067398E-05, -0.2350259260E-03
  0.9190000000E+02,  0.1709806371E+02,  0.1632693503E+01,  0.1419045498E-01,  0.1722218306E+02,  0.2747082536E-01,  0.4731075831E+00,  0.1299665579E-01,  0.1122078905E-02,  0.1204791041E-03,  0.1637914679E-03,  0.6490828800E-04,  0.5956143376E-05, -0.2343372792E-03
  0.9200000000E+02,  0.1710080902E+02,  0.1631283047E+01,  0.1416353668E-01,  0.1722892418E+02,  0.2743532454E-01,  0.4726811263E+00,  0.1296816010E-01,  0.1123828283E-02,  0.1202983658E-03,  0.1632633692E-03,  0.6476798145E-04,  0.5937310844E-05, -0.2336509284E-03
  0.9210000000E+02,  0.1710355078E+02,  0.1629873794E+01,  0.1413667776E-01,  0.1723564236E+02,  0.2739988497E-01,  0.4722546181E+00,  0.1293972221E-01,  0.1125578031E-02,  0.1201189065E-03,  0.1627370116E-03,  0.6462813150E-04,  0.5918569287E-05, -0.2329668640E-03
  0.9220000000E+02,  0.1710628900E+02,  0.1628465742E+01,  0.1410987802E-01,  0.1724233769E+02,  0.2736450634E-01,  0.4718280589E+00,  0.1291134191E-01,  0.1127328182E-02,  0.1199407222E-03,  0.1622123876E-03,  0.6448873666E-04,  0.5899918195E-05, -0.2322850763E-03
  0.9230000000E+02,  0.1710902368E+02,  0.1627058890E+01,  0.1408313728E-01,  0.1724901021E+02,  0.2732918835E-01,  0.4714014489E+00,  0.1288301898E-01,  0.1129078762E-02,  0.1197638086E-03,  0.1616894894E-03,  0.6434979541E-04,  0.5881357058E-05, -0.2316055558E-03
  0.9240000000E+02,  0.1711175483E+02,  0.1625653235E+01,  0.1405645535E-01,  0.1725566001E+02,  0.2729393069E-01,  0.4709747883E+00,  0.1285475323E-01,  0.1130829802E-02,  0.1195881614E-03,  0.1611683096E-03,  0.6421130629E-04,  0.5862885375E-05, -0.2309282930E-03
  0.9250000000E+02,  0.1711448247E+02,  0.1624248776E+01,  0.1402983206E-01,  0.1726228715E+02,  0.2725873305E-01,  0.4705480774E+00,  0.1282654443E-01,  0.1132581330E-02,  0.1194137765E-03,  0.1606488408E-03,  0.6407326778E-04,  0.5844502642E-05, -0.2302532783E-03
  0.9260000000E+02,  0.1711720658E+02,  0.1622845512E+01,  0.1400326721E-01,  0.1726889171E+02,  0.2722359514E-01,  0.4701213164E+00,  0.1279839238E-01,  0.1134333374E-02,  0.1192406496E-03,  0.1601310755E-03,  0.6393567843E-04,  0.5826208364E-05, -0.2295805023E-03
  0.9270000000E+02,  0.1711992718E+02,  0.1621443440E+01,  0.1397676062E-01,  0.1727547374E+02,  0.2718851665E-01,  0.4696945055E+00,  0.1277029688E-01,  0.1136085962E-02,  0.1190687766E-03,  0.1596150062E-03,  0.6379853673E-04,  0.5808002044E-05, -0.2289099558E-03
  0.9280000000E+02,  0.1712264428E+02,  0.1620042558E+01,  0.1395031211E-01,  0.1728203332E+02,  0.2715349728E-01,  0.4692676449E+00,  0.1274225772E-01,  0.1137839123E-02,  0.1188981534E-03,  0.1591006257E-03,  0.6366184122E-04,  0.5789883193E-05, -0.2282416294E-03
  0.9290000000E+02,  0.1712535788E+02,  0.1618642865E+01,  0.1392392150E-01,  0.1728857052E+02,  0.2711853674E-01,  0.4688407350E+00,  0.1271427470E-01,  0.1139592884E-02,  0.1187287758E-03,  0.1585879266E-03,  0.6352559043E-04,  0.5771851322E-05, -0.2275755137E-03
  0.9300000000E+02,  0.1712806799E+02,  0.1617244360E+01,  0.1389758860E-01,  0.1729508541E+02,  0.2708363473E-01,  0.4684137758E+00,  0.1268634760E-01,  0.1141347272E-02,  0.1185606397E-03,  0.1580769018E-03,  0.6338978290E-04,  0.5753905948E-05, -0.2269115997E-03
  0.9310000000E+02,  0.1713077461E+02,  0.1615847040E+01,  0.1387131325E-01,  0.1730157805E+02,  0.2704879095E-01,  0.4679867677E+00,  0.1265847624E-01,  0.1143102314E-02,  0.1183937411E-03,  0.1575675439E-03,  0.6325441715E-04,  0.5736046587E-05, -0.2262498782E-03
  0.9320000000E+02,  0.1713347775E+02,  0.1614450905E+01,  0.1384509526E-01,  0.1730804851E+02,  0.2701400510E-01,  0.4675597108E+00,  0.1263066041E-01,  0.1144858038E-02,  0.1182280758E-03,  0.1570598457E-03,  0.6311949175E-04,  0.5718272765E-05, -0.2255903399E-03
  0.9330000000E+02,  0.1713617741E+02,  0.1613055951E+01,  0.1381893445E-01,  0.1731449686E+02,  0.2697927691E-01,  0.4671326054E+00,  0.1260289991E-01,  0.1146614469E-02,  0.1180636397E-03,  0.1565538003E-03,  0.6298500521E-04,  0.5700584002E-05, -0.2249329760E-03
  0.9340000000E+02,  0.1713887360E+02,  0.1611662178E+01,  0.1379283064E-01,  0.1732092318E+02,  0.2694460607E-01,  0.4667054517E+00,  0.1257519454E-01,  0.1148371633E-02,  0.1179004290E-03,  0.1560494004E-03,  0.6285095612E-04,  0.5682979830E-05, -0.2242777773E-03
  0.9350000000E+02,  0.1714156633E+02,  0.1610269584E+01,  0.1376678367E-01,  0.1732732752E+02,  0.2690999229E-01,  0.4662782499E+00,  0.1254754411E-01,  0.1150129558E-02,  0.1177384394E-03,  0.1555466390E-03,  0.6271734303E-04,  0.5665459780E-05, -0.2236247349E-03
  0.9360000000E+02,  0.1714425560E+02,  0.1608878168E+01,  0.1374079335E-01,  0.1733370995E+02,  0.2687543530E-01,  0.4658510003E+00,  0.1251994842E-01,  0.1151888267E-02,  0.1175776670E-03,  0.1550455092E-03,  0.6258416448E-04,  0.5648023384E-05, -0.2229738399E-03
  0.9370000000E+02,  0.1714694142E+02,  0.1607487927E+01,  0.1371485951E-01,  0.1734007055E+02,  0.2684093479E-01,  0.4654237031E+00,  0.1249240727E-01,  0.1153647787E-02,  0.1174181079E-03,  0.1545460038E-03,  0.6245141906E-04,  0.5630670182E-05, -0.2223250835E-03
  0.9380000000E+02,  0.1714962379E+02,  0.1606098861E+01,  0.1368898198E-01,  0.1734640939E+02,  0.2680649050E-01,  0.4649963584E+00,  0.1246492046E-01,  0.1155408145E-02,  0.1172597581E-03,  0.1540481161E-03,  0.6231910532E-04,  0.5613399712E-05, -0.2216784567E-03
  0.9390000000E+02,  0.1715230272E+02,  0.1604710967E+01,  0.1366316058E-01,  0.1735272652E+02,  0.2677210213E-01,  0.4645689665E+00,  0.1243748782E-01,  0.1157169360E-02,  0.1171026134E-03,  0.1535518391E-03,  0.6218722186E-04,  0.5596211520E-05, -0.2210339508E-03
  0.9400000000E+02,  0.1715497821E+02,  0.1603324244E+01,  0.1363739514E-01,  0.1735902201E+02,  0.2673776940E-01,  0.4641415276E+00,  0.1241010913E-01,  0.1158931463E-02,  0.1169466701E-03,  0.1530571660E-03,  0.6205576722E-04,  0.5579105150E-05, -0.2203915572E-03
  0.9410000000E+02,  0.1715765027E+02,  0.1601938690E+01,  0.1361168549E-01,  0.1736529595E+02,  0.2670349203E-01,  0.4637140419E+00,  0.1238278422E-01,  0.1160694476E-02,  0.1167919244E-03,  0.1525640899E-03,  0.6192474003E-04,  0.5562080154E-05, -0.2197512671E-03
  0.9420000000E+02,  0.1716031891E+02,  0.1600554305E+01,  0.1358603147E-01,  0.1737154838E+02,  0.2666926974E-01,  0.4632865097E+00,  0.1235551289E-01,  0.1162458421E-02,  0.1166383720E-03,  0.1520726041E-03,  0.6179413885E-04,  0.5545136083E-05, -0.2191130719E-03
  0.9430000000E+02,  0.1716298413E+02,  0.1599171086E+01,  0.1356043290E-01,  0.1737777939E+02,  0.2663510226E-01,  0.4628589310E+00,  0.1232829496E-01,  0.1164223327E-02,  0.1164860093E-03,  0.1515827019E-03,  0.6166396226E-04,  0.5528272491E-05, -0.2184769631E-03
  0.9440000000E+02,  0.1716564593E+02,  0.1597789031E+01,  0.1353488961E-01,  0.1738398903E+02,  0.2660098931E-01,  0.4624313063E+00,  0.1230113023E-01,  0.1165989211E-02,  0.1163348324E-03,  0.1510943766E-03,  0.6153420889E-04,  0.5511488939E-05, -0.2178429320E-03
  0.9450000000E+02,  0.1716830432E+02,  0.1596408141E+01,  0.1350940143E-01,  0.1739017738E+02,  0.2656693060E-01,  0.4620036356E+00,  0.1227401853E-01,  0.1167756102E-02,  0.1161848374E-03,  0.1506076215E-03,  0.6140487732E-04,  0.5494784987E-05, -0.2172109702E-03
  0.9460000000E+02,  0.1717095932E+02,  0.1595028412E+01,  0.1348396820E-01,  0.1739634450E+02,  0.2653292588E-01,  0.4615759191E+00,  0.1224695965E-01,  0.1169524021E-02,  0.1160360203E-03,  0.1501224300E-03,  0.6127596617E-04,  0.5478160198E-05, -0.2165810693E-03
  0.9470000000E+02,  0.1717361091E+02,  0.1593649843E+01,  0.1345858975E-01,  0.1740249046E+02,  0.2649897486E-01,  0.4611481572E+00,  0.1221995342E-01,  0.1171292990E-02,  0.1158883776E-03,  0.1496387955E-03,  0.6114747402E-04,  0.5461614140E-05, -0.2159532208E-03
  0.9480000000E+02,  0.1717625911E+02,  0.1592272433E+01,  0.1343326592E-01,  0.1740861533E+02,  0.2646507728E-01,  0.4607203499E+00,  0.1219299966E-01,  0.1173063033E-02,  0.1157419052E-03,  0.1491567115E-03,  0.6101939952E-04,  0.5445146382E-05, -0.2153274164E-03
  0.9490000000E+02,  0.1717890392E+02,  0.1590896181E+01,  0.1340799655E-01,  0.1741471917E+02,  0.2643123286E-01,  0.4602924975E+00,  0.1216609818E-01,  0.1174834172E-02,  0.1155965995E-03,  0.1486761716E-03,  0.6089174126E-04,  0.5428756497E-05, -0.2147036478E-03
  0.9500000000E+02,  0.1718154536E+02,  0.1589521084E+01,  0.1338278145E-01,  0.1742080205E+02,  0.2639744134E-01,  0.4598646001E+00,  0.1213924880E-01,  0.1176606429E-02,  0.1154524566E-03,  0.1481971691E-03,  0.6076449787E-04,  0.5412444059E-05, -0.2140819067E-03
